,gid_x,Weight_y,Age_y,LevelReason,Location_y,CurrentStatus,Level_y,Sex_y,AnimalID,HW_y
140,1211129913797347,49,01 year(s) 01 month(s) 10 day(s),L1,Dogs 506 A6,Available,L1,M,A0058937667,-
141,1211039224422767,31,00 year(s) 08 month(s) 23 day(s),L1,Dogs 502 C4,Available,L1,F,A0059053506,-
142,1211132638133439,59,10 year(s) 00 month(s) 15 day(s),L2 - A,Dogs 502 1,Priority,L2,N,A0059100213,-
143,1211156669270279,23,00 year(s) 06 month(s) 24 day(s),L1,Dogs 502 C2,Available,L1,F,A0059045111,-
144,1211132350368115,70,03 year(s) 00 month(s) 15 day(s),L2-SF,Dogs 501 8,Available,L2,F,A0059110103,-
145,1211130033209765,41,02 year(s) 00 month(s) 14 day(s),L2-BR,Dogs 501 1,Priority,L2,F,A0059102342,-
146,1211129709484729,42,02 year(s) 00 month(s) 14 day(s),L1,Dog ISO 153 B6,Court,L1,M,A0059114222,-
147,1211071378837185,44,04 year(s) 00 month(s) 14 day(s),L1,Dogs 506 A4,Cruelty Exam,L1,F,A0059106772,-
148,1211132510954062,53,02 year(s) 00 month(s) 13 day(s),L2-SF,Dogs 503 B5,Priority,L2,M,A0059105810,-
149,1211072316596533,56,01 year(s) 00 month(s) 12 day(s),L2-A,Dogs 502 3,Available,L2,F,A0059123537,-
150,1211124785784645,40,03 year(s) 00 month(s) 12 day(s),L1,Dogs 502 6,Available,L1,M,A0059121408,-
151,1211035729267970,40,01 year(s) 00 month(s) 28 day(s),L1,Dogs 502 5,Available,L1,M,A0059023440,-
152,1211156839155029,38,05 year(s) 00 month(s) 10 day(s),L2-BR,Dogs 502 4,Available,L2,F,A0059193088,-
153,1211072263511929,47,00 year(s) 09 month(s) 26 day(s),L1,Foster Foster Home,Available,L1,M,A0058993234,-
154,1211132655899420,30,01 year(s) 00 month(s) 09 day(s),L1,Dogs 506 B4,Available,L1,M,A0059201506,-
155,1211129618765894,52,05 year(s) 00 month(s) 10 day(s),L1,Dogs 503 A1,Available,L1,M,A0059193435,-
156,1211132449712321,93,04 year(s) 00 month(s) 08 day(s),L2-RG,Foster Trial Adoption,Trial Adoption,L2,N,A0059206576,+
157,1211130200616320,36,01 year(s) 00 month(s) 28 day(s),L1,Foster Foster Home,Available,L1,S,A0058216663,-
158,1211128281753562,42,01 year(s) 04 month(s) 02 day(s),L1,Foster Foster Home,Available,L1,F,A0057353143,-
159,1211133566123786,65,03 year(s) 00 month(s) 24 day(s),L1,Dogs 306 B6,Available,L1,N,A0059042443,-
160,1211133234852453,32,03 year(s) 03 month(s) 07 day(s),L1,Dogs 067 A2,Priority,L1,S,A0058548468,-
161,1211129318915752,41,04 year(s) 00 month(s) 19 day(s),L1,Dogs 501 7,Available,L1,M,A0059077476,-
162,1211185737032503,70,02 year(s) 00 month(s) 23 day(s),L1,Dogs 401 3,Available,L1,N,A0059045973,-
163,1211132123135258,45,02 year(s) 01 month(s) 07 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,M,A0058948806,
164,1211185685989747,64,04 year(s) 09 month(s) 03 day(s),L1,Dogs 501 2,Priority,L1,M,A0059060477,-
165,1211129186517218,60,09 year(s) 01 month(s) 00 day(s),L3-SF,Foster Foster Home,Available,L3,F,A0058970141,-
166,1211073074656620,55,02 year(s) 01 month(s) 19 day(s),L2 - RG,Foster Foster Home,Available,L2,F,A0058872755,-
167,1211185134064732,44,02 year(s) 01 month(s) 16 day(s),L2-SF,Dogs 401 6,Available,L2,F,A0058896193,-
168,1211129799929077,51,05 year(s) 01 month(s) 17 day(s),L1,Dogs 406  B1,Available,L1,F,A0058883962,-
169,1211132420488976,41,03 year(s) 00 month(s) 27 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,M,A0059030945,-
170,1211127874663840,54,02 year(s) 00 month(s) 21 day(s),L1,Foster Foster Home,Available,L1,F,A0059068647,-
171,1211175201917653,34,06 year(s) 00 month(s) 22 day(s),L3-SF,Foster Foster Home,Available,L3,M,A0059059299,-
172,1211129749854806,44,02 year(s) 01 month(s) 21 day(s),L1,Dogs 403 B4,Priority,L1,F,A0058859172,-
173,1211030271733453,45,00 year(s) 10 month(s) 17 day(s),L1,Dogs 403 A6,Available,L1,M,A0059086837,-
174,1211178278928663,67,04 year(s) 00 month(s) 16 day(s),L2 - SF,Dogs 401 1,Available,L2,S,A0059097186,-
175,1211176127004518,58,03 year(s) 00 month(s) 04 day(s),L2-H/BR,Foster Foster Home,Available,L2,S,A0056628457,-
176,1211132962798980,54,01 year(s) 00 month(s) 14 day(s),L1,Dogs 402 5,Available,L1,M,A0059106761,-
177,1211107624190275,34,00 year(s) 08 month(s) 13 day(s),L1,Dogs 406 A4,Available,L1,N,A0059108642,-
178,1211156097562291,55,01 year(s) 00 month(s) 13 day(s),L1,Dogs 406 A5,Available,L1,F,A0059114517,-
179,1211165785408066,72,05 year(s) 04 month(s) 29 day(s),L1,Dogs 079 A2,Available,L1,N,A0059111557,-
180,1211096406252098,43,04 year(s) 00 month(s) 16 day(s),L2 - SF,Dogs 406 A3,Available,L2,F,A0059096476,-
181,1211132957819707,58,02 year(s) 00 month(s) 13 day(s),L2 - SF,Dogs 406 B4,Available,L2,M,A0059121860,-
182,1211156572740838,48,02 year(s) 00 month(s) 13 day(s),L3-SF,Dogs 402 4,Priority,L3,M,A0059083104,+
183,1211142616491360,75,03 year(s) 00 month(s) 10 day(s),L1,Dogs 403 B5,Available,L1,M,A0059192169,-
184,1211130054602738,61,04 year(s) 00 month(s) 09 day(s),L1,Dogs 403 A4,Available,L1,S,A0059201498,-
185,1211184711273913,51,01 year(s) 08 month(s) 26 day(s),L1,Foster Foster Home,Available,L1,S,A0058620616,-
186,1211109319642662,48,00 year(s) 08 month(s) 22 day(s),L2-OA,Dogs 403 A1,Adopted,L2,S,A0057969563,-
187,1211166372917272,36,01 year(s) 06 month(s) 08 day(s),L1,Dogs 406 B2,Available,L1,M,A0059205759,-
188,1211127685184141,36,03 year(s) 00 month(s) 09 day(s),L2-SF,Dogs 403 B6,Available,L2,M,A0059201452,+
189,1211119694829564,65,04 year(s) 01 month(s) 08 day(s),L2 - OA,Dogs 406 B3,Priority,L2,N,A0058937435,-
190,1211128175757725,76,02 year(s) 00 month(s) 06 day(s),L1,Dogs 402 2,Available,L1,M,A0059218046,+
191,1211136162063490,54,02 year(s) 00 month(s) 07 day(s),L2-OA,Dogs 403 A2,Priority,L2,M,A0059209562,+
192,1211128175196573,48,01 year(s) 06 month(s) 07 day(s),L1,Dogs 403 B2,Available,L1,F,A0059216974,-
193,1211128175446213,58,03 year(s) 00 month(s) 06 day(s),L1,Dogs 406 A6,Cites,L1,F,A0059224207,-
194,1211131257536530,39,02 year(s) 02 month(s) 30 day(s),L1,Dogs 406 A4,Available,L1,N,A0058600356,-
195,1210605981712951,0,,STAFF ONLY,Dogs 302 6,Court,STAFF ONLY,M,A0058754202,
196,1210954177333350,0,04 year(s) 00 month(s) 29 day(s),STAFF ONLY,Dogs 203 5,Court,STAFF ONLY,S,A0059023455,
197,1211134362620135,0,,L2-SF,Dogs 064 B3,Available,L2,M,A0059006004,
198,1211155102886615,40,03 year(s) 00 month(s) 30 day(s),L3- SF/BR/RG,Dogs 306 B4,Priority,L3,F,A0059006048,
199,1211177793767222,0,,L3-SF,Dogs 303 B2,Priority,L3,M,A0059061555,
200,1210680588929632,58,03 year(s) 01 month(s) 22 day(s),STAFF ONLY,Dogs 302 5,Court,STAFF ONLY,S,A0056298384,-
201,1211177409341520,41,01 year(s) 01 month(s) 06 day(s),L2-SF,Dogs 306 A5,Available,L2,F,A0058961127,-
202,1211028152970954,56,03 year(s) 01 month(s) 03 day(s),L1,Dogs 303 A6,Available,L1,M,A0058978654,-
203,1211166048680003,56,03 year(s) 01 month(s) 03 day(s),L1,Dogs 303 A6,Available,L1,M,A0058978654,-
204,1211129721445434,51,04 year(s) 01 month(s) 00 day(s),L1,Dogs 303 A1,Available,L1,M,A0058999518,-
205,1211132648965558,55,05 year(s) 00 month(s) 27 day(s),L1,Dogs 306 B2,Available,L1,M,A0059025512,-
206,1211132299080678,33,06 year(s) 00 month(s) 28 day(s),L1,Dogs 303 B1,Adopted,L1,F,A0059023830,-
207,1211132635980027,35,00 year(s) 09 month(s) 26 day(s),L1,Dogs 306 B1,Available,L1,F,A0059031986,-
208,1211164600447592,67,10 year(s) 00 month(s) 21 day(s),L1,Dogs 306 A6,Priority,L1,N,A0059068907,+
209,1211132297365378,44,02 year(s) 00 month(s) 20 day(s),L1,Dogs 303 B3,Available,L1,F,A0059071245,-
210,1211155080242032,73,03 year(s) 00 month(s) 16 day(s),L1,Dogs 306 A2,Available,L1,M,A0059096501,-
211,1211132297525173,37,06 year(s) 00 month(s) 18 day(s),L1,Dogs 303 B3,Available,L1,S,A0053630143,-
212,1211154727901721,65,03 year(s) 00 month(s) 05 day(s),L1,Featured Dogs 53,Available,L1,M,A0059102424,-
213,1211096355749776,65,05 year(s) 00 month(s) 14 day(s),L2-OA,Foster Foster Home,Available,L2,M,A0059101670,-
214,1211184576320271,74,02 year(s) 00 month(s) 15 day(s),L1,Dogs 401 5,Available,L1,M,A0059101393,-
215,1211132476848181,41,01 year(s) 06 month(s) 15 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,N,A0059101358,-
216,1211017358223843,27,02 year(s) 00 month(s) 22 day(s),STAFF ONLY,Foster Trial Adoption,Trial Adoption,STAFF ONLY,N,A0059057737,+
217,1211154726104078,26,00 year(s) 06 month(s) 20 day(s),L1,Dogs 303 B6,Available,L1,M,A0059062583,-
218,1211132533962461,62,08 year(s) 00 month(s) 14 day(s),L1 RN,Dogs 306 A4,Available,L1,M,A0059105728,-
219,1211164459849305,59,02 year(s) 00 month(s) 12 day(s),L1,Dogs 306 B3,Available,L1,F,A0059121452,-
220,1211132142171357,92,08 year(s) 00 month(s) 11 day(s),L1,Dogs 306 A3,Available,L1,M,A0059109550,+
221,1211017379070424,47,02 year(s) 01 month(s) 23 day(s),L2-OA,Dogs 302 3,Court,L2,M,A0058846624,-
222,1211133516186216,58,03 year(s) 00 month(s) 29 day(s),L1,Dogs 306 A1,Available,L1,N,A0059015488,-
223,1211109220132236,43,06 year(s) 01 month(s) 06 day(s),STAFF ONLY,Dogs 302 4,Available,STAFF ONLY,M,A0058962389,+
224,1211154979170329,53,02 year(s) 06 month(s) 08 day(s),L1,Dogs 306 B5,Available,L1,F,A0059217133,-
225,1211155171482308,54,04 year(s) 01 month(s) 18 day(s),L2-BH,Dogs 303 A3,Available,L2,S,A0058875618,+
226,1211107742904296,41,01 year(s) 06 month(s) 12 day(s),L2-SF,Dogs 401 9,Available,L2,F,A0059123747,-
227,1211166185996957,72,04 year(s) 03 month(s) 00 day(s),L3-SF,Dog ISO 155 A1,Court,L3,F,A0058589614,
228,1211132116352160,33,02 year(s) 02 month(s) 08 day(s),LS-SF,Dog ISO 155 B4,Court,,M,A0058754247,-
229,1211166316863948,83,10 year(s) 08 month(s) 21 day(s),A480832 - L1,Dog ISO 156 K1,Court,L1,M,A0053293515,+
230,1211038420998764,47,03 year(s) 10 month(s) 04 day(s),L1,Dog ISO 153 B5,Court,L1,F,A0057149974,-
231,1211074808646788,49,02 year(s) 00 month(s) 08 day(s),L1,Dog ISO 153 A2,Court,L1,S,A0057877022,-
232,1211143987953412,54,04 year(s) 01 month(s) 20 day(s),L1,Dog ISO 153 B7,Court,L1,M,A0056311122,-
233,1211129387483567,44,04 year(s) 11 month(s) 11 day(s),L2-H/SF,Dog ISO 153 A3,Court,L2,F,A0056890782,-
234,1210493891098492,67,04 year(s) 05 month(s) 12 day(s),STAFF ONLY,Dog ISO 153 B2,Court,STAFF ONLY,F,A0058029394,-
235,1211144117168772,67,04 year(s) 04 month(s) 23 day(s),L1,Dog ISO 153 B1,Court,L1,M,A0058256042,+
236,1211141237467834,55,02 year(s) 03 month(s) 00 day(s),L2 - OA/LR,Dog ISO 153 A7,Court,L2,M,A0058589648,-
237,1211132238619926,21,01 year(s) 00 month(s) 02 day(s),L1,Dog ISO 156 C7,Court,L1,F,A0058578550,-
238,1211114428323847,18,01 year(s) 00 month(s) 02 day(s),L1,Dog ISO 155 A3,Court,L1,F,A0058578487,-
239,1211013797792716,17,01 year(s) 00 month(s) 02 day(s),L1,Dog ISO 155 A4,Court,L1,F,A0058578397,-
240,1211132276035667,18,01 year(s) 00 month(s) 02 day(s),L1,Dog ISO 156 C6,Court,L1,F,A0058578454,-
241,1211114569844723,24,02 year(s) 03 month(s) 02 day(s),L1,Dog ISO 155 B2,Court,L1,F,A0058578208,-
242,1211017694753355,24,03 year(s) 03 month(s) 02 day(s),L1,Dog ISO 156 C8,Court,L1,M,A0058578305,-
243,1211132269664401,28,02 year(s) 03 month(s) 02 day(s),L1,Dog ISO 156 C4,Court,L1,M,A0058578173,-
244,1211132112271874,19,06 year(s) 03 month(s) 02 day(s),L1,Dog ISO 155 A2,Court,L1,F,A0058577947,-
245,1211132262601614,24,02 year(s) 03 month(s) 02 day(s),L1,Dog ISO 156 C5,Court,L1,F,A0058577981,-
246,1211131092806437,29,04 year(s) 03 month(s) 02 day(s),L2 - OA,Dog ISO 155 B1,Court,L2,M,A0058578010,-
247,1211132241750816,21,02 year(s) 03 month(s) 02 day(s),L1,Dog ISO 155 A2,Court,L1,F,A0058577922,-
248,1211175875474683,26,01 year(s) 09 month(s) 02 day(s),L1,Dog ISO 155 B2,Court,L1,F,A0058577894,-
249,1211017213763690,27,05 year(s) 03 month(s) 02 day(s),L1,Dog ISO 156 C3,Court,L1,M,A0058577807,-
250,1211073860158672,63,05 year(s) 01 month(s) 19 day(s),L1,Dog ISO 153 A4,Court,L1,F,A0056311130,-
251,1211166266526599,36,02 year(s) 02 month(s) 08 day(s),L2-SF,Dog ISO 156 K2,Court,L2,M,A0058754218,-
252,1211132281391445,67,05 year(s) 04 month(s) 22 day(s),L1,Dog ISO 153 B3,Court,L1,F,A0058256030,-
253,1211132460011148,49,05 year(s) 01 month(s) 23 day(s),L2-BR/OA,Dog ISO 153 A5,Court,L2,F,A0056311140,-
254,1211131374143969,30,04 year(s) 03 month(s) 02 day(s),L2 - SF,Dog ISO 155 B1,Court,L2,M,A0058578335,-
255,1211073698635098,52,01 year(s) 07 month(s) 19 day(s),L1,Dog ISO 153 A6,Court,L1,M,A0056311153,-
256,1211129629727582,45,03 year(s) 01 month(s) 23 day(s),L2-H/SF,Dog ISO 153 B4,Court,L2,F,A0058846611,-
257,1211132325581902,59,01 year(s) 01 month(s) 14 day(s),L2-OA,Dogs 201 9,Court,L2,M,A0058902637,-
258,1211074595170198,28,04 year(s) 03 month(s) 02 day(s),L1,Dog ISO 155 B3,Court,L1,F,A0058578124,-
259,1210348881750841,46,03 year(s) 04 month(s) 06 day(s),STAFF ONLY,Dog ISO 153 A1,Court,STAFF ONLY,F,A0058334939,-
260,1211152707700825,36,03 year(s) 01 month(s) 15 day(s),L1,Dog Quarantine A1,Available,L1,M,A0058900557,+
261,1211037379403927,40,06 year(s) 00 month(s) 03 day(s),L1,Dog Quarantine A2,Microchip,L1,S,A0059066126,-
262,1211132349257558,50,01 year(s) 07 month(s) 09 day(s),L1,Dog Quarantine A3,Available,L1,N,A0059064014,-
263,1211132329260212,45,05 year(s) 00 month(s) 20 day(s),L1,Dog Quarantine A6,Available,L1,F,A0059070942,-
264,1211061538441779,47,03 year(s) 00 month(s) 13 day(s),L2-A,Dogs 201 6,Court,L2,F,A0059114202,-
265,1211132494399454,61,02 year(s) 00 month(s) 16 day(s),L2-LB,Dog Quarantine A5,Available,L2,M,A0059091500,-
266,1211129336907086,28,03 year(s) 00 month(s) 12 day(s),L1,Dog Quarantine A8,Available,L1,F,A0059123893,-
267,1211075234220317,53,03 year(s) 01 month(s) 10 day(s),L2-SF,Dog Quarantine B3,Available,L2,N,A0058936565,-
268,1211138316058413,51,00 year(s) 10 month(s) 11 day(s),L1,Dog Quarantine B4,Available,L1,M,A0059186726,-
269,1211119355476547,41,03 year(s) 00 month(s) 08 day(s),L1,Dog Quarantine B5,Available,L1,M,A0059209398,+
270,1211128468731255,42,03 year(s) 07 month(s) 09 day(s),L3-SD/RG/OD,Foster Foster Home,Available,L3,S,A0056388664,-
271,1211132365510883,47,00 year(s) 11 month(s) 01 day(s),L2-SF,Dog Quarantine B6,Adopted,L2,M,A0058992977,-
272,1211129989363451,38,02 year(s) 00 month(s) 08 day(s),L1-2025009795,Dogs 081 A9,Available,L1,F,A0059047525,-
273,1211166446658619,22,02 year(s) 03 month(s) 02 day(s),L1,Salon C2,Court,L1,F,A0058578273,-
274,1211080958028251,29,02 year(s) 02 month(s) 08 day(s),L1,Salon C3,Court,L1,F,A0058754236,-
275,1211132500632407,68,02 year(s) 01 month(s) 25 day(s),L1,Puppy 48 2,Priority,L1,N,A0058841665,+
276,1211127063275282,56,02 year(s) 01 month(s) 07 day(s),L1,Puppy 48 3,Available,L1,F,A0058953978,-
277,1211132539347251,56,03 year(s) 01 month(s) 07 day(s),L1,Dogs 506 B5,Available,L1,F,A0058953982,+
278,1211129332431316,56,06 year(s) 00 month(s) 23 day(s),L1,Puppy 48 1,Priority,L1,N,A0059047527,-
279,1211129332639588,53,06 year(s) 00 month(s) 23 day(s),L1,Puppy 48 1,Priority,L1,F,A0059047534,-
280,1211015221728528,5,10 year(s) 00 month(s) 20 day(s),L3-BH,Clinic Clinic,Adopted,L3,N,A0059076738,-
281,1211030183384124,28,00 year(s) 08 month(s) 17 day(s),L1,Small Animals C2,Pending Medical Assessment/Treatment,L1,F,A0059090299,-
282,1211129638209444,22,00 year(s) 08 month(s) 16 day(s),L1,Small Animals C1,Available,L1,F,A0059091250,-
283,1211133110167987,23,01 year(s) 00 month(s) 14 day(s),L1,Dogs 302 2,Court,L1,M,A0059114209,-
284,1211051636928038,8,04 year(s) 00 month(s) 10 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,S,A0059105371,-
285,1211129758580684,35,05 year(s) 00 month(s) 15 day(s),L2-A,Dog Visiting 060 C1,Available,L2,F,A0059101291,-
286,1211185023805120,27,00 year(s) 06 month(s) 14 day(s),L1,Dogs 068 A2,Available,L1,F,A0059101770,-
287,1211156557865687,9,11 year(s) 00 month(s) 18 day(s),L2-SF,Dog Visiting 060 C4,Adopted,L2,S,A0059082861,-
288,1211087333071167,8,05 year(s) 11 month(s) 04 day(s),L2 - SF,Small Animals 7,Rescue,L2,S,A0056933344,+
289,1211109219281775,10,03 year(s) 00 month(s) 08 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,S,A0059204350,-
290,1211119510666422,15,02 year(s) 00 month(s) 08 day(s),STAFF ONLY,Receiving 130 10,Pending Behavior Assessment,STAFF ONLY,F,A0059201488,-
291,1211132963928539,53,00 year(s) 11 month(s) 06 day(s),L1,Puppy 47 3,Identifying Info,L1,M,A0059218047,-
292,1211174163890963,53,00 year(s) 11 month(s) 06 day(s),L1,Puppy 47 3,Identifying Info,L1,M,A0059218047,-
293,1211128280880188,34,02 year(s) 00 month(s) 06 day(s),L3-SF,Dogs 402 3,Priority,L3,F,A0059223851,+
294,1211128280739681,27,02 year(s) 00 month(s) 06 day(s),L1,Foster Foster Home,Available,L1,S,A0059221336,-
295,1211173870547824,54,03 year(s) 00 month(s) 06 day(s),L1,Dogs 603 A2,Identifying Info,L1,F,A0059218068,+
296,1211133535301129,15,00 year(s) 10 month(s) 07 day(s),L1,Small Animals 5,Adopted,L1,S,A0059217079,-
297,1211109219294102,35,06 year(s) 00 month(s) 09 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,S,A0059201579,-
298,1211119355477842,9,13 year(s) 00 month(s) 07 day(s),L1,Clinic Clinic,Identifying Info,L1,N,A0059209550,-
299,1211129740574308,28,00 year(s) 10 month(s) 13 day(s),L1,Dogs 079 A5,Available,L1,S,A0059116037,-
300,1211073544989243,52,06 year(s) 00 month(s) 16 day(s),L2-SF,Dogs 503 A4,Available,L2,S,A0059105707,-
301,1211131257728520,42,04 year(s) 00 month(s) 05 day(s),STAFF ONLY,Receiving 130 5,Pending Behavior Assessment,STAFF ONLY,F,A0059228456,-
302,1211131257639104,25,00 year(s) 04 month(s) 05 day(s),L1,Dogs 602 C1,Available,L1,M,A0059226558,-
303,1211134273217774,31,01 year(s) 02 month(s) 25 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,S,A0058627915,-
304,1211131564934579,55,03 year(s) 00 month(s) 05 day(s),L1,Dogs 503 B6,Microchip,L1,N,A0059226845,-
305,1211131257612574,55,02 year(s) 00 month(s) 05 day(s),L1,Dog Quarantine B2,Available,L1,M,A0059225391,+
306,1211131257613232,39,02 year(s) 00 month(s) 05 day(s),L2-SF,Dog Quarantine A2,Available,L2,F,A0059225645,-
307,1211131564872352,73,01 year(s) 03 month(s) 04 day(s),L1,Dogs 081 A3,Cites,L1,M,A0059224903,-
308,1211163325110709,81,02 year(s) 00 month(s) 05 day(s),L2-SF,Dogs 602 6,Available,L2,M,A0059211223,-
309,1211184531750287,82,03 year(s) 00 month(s) 05 day(s),L3-SF,Dogs 401 2,Available,L3,M,A0059211192,-
310,1211156875784627,74,02 year(s) 00 month(s) 05 day(s),L2-SF,Dogs 506 A3,Available,L2,F,A0059211166,-
311,1211003906798890,80,,STAFF ONLY,Dogs 202 5,Court,STAFF ONLY,M,A0059030244,
312,1211127541435856,75,,L2-A,Dogs 066 A6,Available,L2,F,A0059020042,
313,1211176222945219,68,,L3- BR/ SF/ A,Dogs 402 1,Rescue,L3,M,A0059036321,+
314,1211177500371246,48,03 year(s) 00 month(s) 21 day(s),L3-SF,Dogs 081 A7,Priority,L3,M,A0059073119,
315,1211133030677507,54,,L3-A,Foster Trial Adoption,Trial Adoption,L3,N,A0058907750,-
316,1211150902188386,0,,L3- A/BH,Dogs 303 B6,Priority,L3,M,A0058999289,
317,1209784033571541,0,03 year(s) 09 month(s) 02 day(s),STAFF ONLY,Dogs 202 6,Court,STAFF ONLY,M,A0056039115,-
318,1208839364119331,57,04 year(s) 11 month(s) 26 day(s),Staff Only   A896900,Dogs 203 7,Court,STAFF ONLY,M,A0053634174,
319,1211132618411994,50,02 year(s) 06 month(s) 28 day(s),L2 - RG,Dogs 201 5,Court,L2,N,A0056262476,-
320,1210835591678295,57,04 year(s) 01 month(s) 19 day(s),L2 - SD/OA,Dogs 203 9,Court,L2,F,A0056311125,-
321,1211132297638286,33,01 year(s) 09 month(s) 19 day(s),L3-OA,Dogs 201 3,Court,L3,M,A0056311133,-
322,1210493917397308,50,02 year(s) 07 month(s) 20 day(s),STAFF ONLY,Dogs 203 4,Court,STAFF ONLY,M,A0056311146,-
323,1211017503488166,34,04 year(s) 03 month(s) 16 day(s),L2-BR/JM,Dogs 204 6,Court,L2,F,A0055909108,-
324,1211017726013028,57,05 year(s) 01 month(s) 19 day(s),L2-OA,Dogs 201 4,Court,L2,M,A0056311149,-
325,1211072316517693,0,03 year(s) 00 month(s) 08 day(s),STAFF ONLY,Dogs 204 5,Stray Wait,STAFF ONLY,F,A0059121809,-
326,1211015222525501,36,00 year(s) 06 month(s) 04 day(s),L1,Foster Foster Home,Available,L1,N,A0058570960,
327,1211058127293591,45,05 year(s) 02 month(s) 20 day(s),L2-BH,Foster Foster Home,Available,L2,M,A0058666623,
328,1211073133683371,27,00 year(s) 07 month(s) 22 day(s),L1,Foster Foster Home,Available,L1,S,A0058655383,
329,1210955664373887,33,00 year(s) 05 month(s) 26 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,S,A0059004088,
330,1210976533485386,43,03 year(s) 01 month(s) 18 day(s),STAFF ONLY,Dogs 203 1,Bite Quarantine - Not Visible,STAFF ONLY,M,A0058892558,
331,1210839617410704,53,03 year(s) 04 month(s) 11 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,M,A0058327450,
332,1211134909171522,63,02 year(s) 02 month(s) 29 day(s),L2 - SF,Foster Foster Home,Available,L2,M,A0058607230,-
333,1210491673565543,9,00 year(s) 06 month(s) 14 day(s),L1,Foster Foster Home,Available,L1,M,A0058504117,
334,1210491738131953,45,00 year(s) 06 month(s) 14 day(s),L1,Foster Foster Home,Available,L1,M,A0058504121,
335,1210609013613025,51,00 year(s) 09 month(s) 21 day(s),L2 - SF,Foster Foster Home,Available,L2,N,A0057813433,
336,1210645267807168,0,03 year(s) 04 month(s) 06 day(s),L2- H/OD,Foster Foster Home,Available,L2,N,A0058272077,
337,1210490057402223,34,00 year(s) 07 month(s) 22 day(s),L1,Foster Foster Home,Available,L1,N,A0058658572,-
338,1210373350916555,28,01 year(s) 02 month(s) 10 day(s),L3-BR/RG/BH,Foster Foster Home,Available,L3,N,A0058042308,
339,1211134908858286,73,03 year(s) 04 month(s) 28 day(s),L2-SF,Foster Foster Home,Available,L2,S,A0058069584,-
340,1211134585970704,74,05 year(s) 01 month(s) 07 day(s),L1,Foster Foster Home,Available,L1,N,A0056408698,+
341,1209694383552488,54,04 year(s) 09 month(s) 09 day(s),Beh. Assessment,Foster Foster Home,Available,,S,A0057292992,+
342,1211134585575843,58,06 year(s) 06 month(s) 27 day(s),L1,Foster Foster Home,Available,L1,S,A0057327449,-
343,1211134583963750,52,04 year(s) 11 month(s) 12 day(s),L1,Foster Foster Home,Available,L1,S,A0056895909,-
344,1211134569815800,53,02 year(s) 10 month(s) 00 day(s),L2 - OA/RG,Foster Foster Home,Available,L2,N,A0057165881,-
345,1211134312495304,81,05 year(s) 02 month(s) 29 day(s),L1,Dogs 303 B2,Available,L1,N,A0056025635,-
346,1206313229897285,58,07 year(s) 01 month(s) 04 day(s),A866250,Foster Foster Home,Available,,N,A0053604168,
347,1206398747883088,,,,,,,,,
348,1211179385390809,63,08 year(s) 04 month(s) 26 day(s),L1,Dogs 303 B4,Pending Behavior Assessment,L1,S,A0058231619,-
349,1211179385399393,38,01 year(s) 03 month(s) 21 day(s),L2 - LB,Dog Quarantine A4,Available,L2,S,A0058446236,-
350,1211179385398877,55,03 year(s) 03 month(s) 04 day(s),L1-H,Dogs 068 B2,Pending Behavior Assessment,L1,S,A0058571158,-
351,1211179384307802,24,00 year(s) 05 month(s) 20 day(s),L1,Dogs 603 A4,Microchip,L1,M,A0059068979,-
352,1211179383734009,26,00 year(s) 08 month(s) 23 day(s),L1,Receiving 130 2,Available,L1,N,A0058440781,
353,1211179521483407,0,,,Receiving 130 10,Stray Wait,,M,A0059259068,
354,1211179383428585,0,,,Receiving 130 17,Available,,F,A0059258400,
355,1211179383345988,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 3,Court,STAFF ONLY,M,A0059259369,
356,1211179456818278,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261667,
357,1211179456831007,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 8,Court,STAFF ONLY,F,A0059259378,
358,1211179521230105,0,,,Receiving 130 Crate,Identifying Info,,F,A0059261687,
359,1211179521249658,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261659,
360,1211179456725308,0,,,Receiving 130 7,Stray Wait,,M,A0059258383,
361,1211179521080702,0,,,Receiving 130 7,Stray Wait,,M,A0059258390,
362,1211179521068687,0,,,Receiving 129 K3,Pending Behavior Assessment,,F,A0059257262,
363,1211179383170978,0,04 year(s) 00 month(s) 01 day(s),,Receiving 130 20,Stray Wait,,M,A0059257490,
364,1211179521047341,52,01 year(s) 00 month(s) 02 day(s),L1,Dogs 506 B3,Available,L1,F,A0059253834,-
365,1211179383098732,0,,,Receiving 129 K2,Identifying Info,,M,A0059256463,
366,1211179383083427,52,01 year(s) 06 month(s) 01 day(s),L1,Dogs 606 A7,Available,L1,M,A0059253900,-
