,gid_x,Weight_y,Age_y,LevelReason,Location_y,CurrentStatus,Level_y,Sex_y,AnimalID,HW_y
0,1206398747849450,,,,,,,,,
1,1206398747849468,,,,,,,,,
2,1206398747861283,,,,,,,,,
3,1211179520215738,0,,,Receiving 130 10,Stray Wait,,M,A0059259068,
4,1211179520215760,0,,,Receiving 130 10,Stray Wait,,M,A0059259068,
5,1211179521464270,0,,,Receiving 130 10,Stray Wait,,M,A0059259068,
6,1211179383174766,0,,,Receiving 130 17,Available,,F,A0059258400,
7,1211179383407953,0,,,Receiving 130 17,Available,,F,A0059258400,
8,1211179383407963,0,,,Receiving 130 17,Available,,F,A0059258400,
9,1211179518484211,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261659,
10,1211179518484233,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261659,
11,1211179521214564,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261659,
12,1211179517336728,0,,,Receiving 130 Crate,Identifying Info,,F,A0059261687,
13,1211179521205295,0,,,Receiving 130 Crate,Identifying Info,,F,A0059261687,
14,1211179521205305,0,,,Receiving 130 Crate,Identifying Info,,F,A0059261687,
15,1211179456468126,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 8,Court,STAFF ONLY,F,A0059259378,
16,1211179456468148,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 8,Court,STAFF ONLY,F,A0059259378,
17,1211179456810845,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 8,Court,STAFF ONLY,F,A0059259378,
18,1211179456030958,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261667,
19,1211179456797918,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261667,
20,1211179456797928,0,,,Receiving 130 Crate,Stray Wait,,M,A0059261667,
21,1211179382866339,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 3,Court,STAFF ONLY,M,A0059259369,
22,1211179382866361,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 3,Court,STAFF ONLY,M,A0059259369,
23,1211179383320391,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 3,Court,STAFF ONLY,M,A0059259369,
24,1211179456368700,0,,,Receiving 130 7,Stray Wait,,M,A0059258383,
25,1211179456701564,0,,,Receiving 130 7,Stray Wait,,M,A0059258383,
26,1211179456701574,0,,,Receiving 130 7,Stray Wait,,M,A0059258383,
27,1211179521010172,0,,,Receiving 129 K3,Pending Behavior Assessment,,F,A0059257262,
28,1211179521010194,0,,,Receiving 129 K3,Pending Behavior Assessment,,F,A0059257262,
29,1211179521051746,0,,,Receiving 129 K3,Pending Behavior Assessment,,F,A0059257262,
30,1211179377270041,0,04 year(s) 00 month(s) 01 day(s),,Receiving 130 20,Stray Wait,,M,A0059257490,
31,1211179383134581,0,04 year(s) 00 month(s) 01 day(s),,Receiving 130 20,Stray Wait,,M,A0059257490,
32,1211179383134591,0,04 year(s) 00 month(s) 01 day(s),,Receiving 130 20,Stray Wait,,M,A0059257490,
33,1211179521007811,0,,,Receiving 130 7,Stray Wait,,M,A0059258390,
34,1211179521057378,0,,,Receiving 130 7,Stray Wait,,M,A0059258390,
35,1211179521057388,0,,,Receiving 130 7,Stray Wait,,M,A0059258390,
36,1211179520569036,52,01 year(s) 00 month(s) 02 day(s),L1,Dogs 506 B3,Available,L1,F,A0059253834,-
37,1211179521019882,52,01 year(s) 00 month(s) 02 day(s),L1,Dogs 506 B3,Available,L1,F,A0059253834,-
38,1211179521019892,52,01 year(s) 00 month(s) 02 day(s),L1,Dogs 506 B3,Available,L1,F,A0059253834,-
39,1211179520916237,0,,,Receiving 130 19,Stray Wait,,M,A0059256599,
40,1211179520916259,0,,,Receiving 130 19,Stray Wait,,M,A0059256599,
41,1211179520942995,0,,,Receiving 130 19,Stray Wait,,M,A0059256599,
42,1211179382812988,0,,,Receiving 129 K2,Identifying Info,,M,A0059256463,
43,1211179382813010,0,,,Receiving 129 K2,Identifying Info,,M,A0059256463,
44,1211179383077542,0,,,Receiving 129 K2,Identifying Info,,M,A0059256463,
45,1211179456570839,34,00 year(s) 06 month(s) 01 day(s),L1,Dogs 064 A1,Stray Wait,L1,M,A0059253890,-
46,1211179456570861,34,00 year(s) 06 month(s) 01 day(s),L1,Dogs 064 A1,Stray Wait,L1,M,A0059253890,-
47,1211179456591770,34,00 year(s) 06 month(s) 01 day(s),L1,Dogs 064 A1,Stray Wait,L1,M,A0059253890,-
48,1211179455137308,18,01 year(s) 06 month(s) 01 day(s),L1,Dog Pre/Post Op 135 2,Identifying Info,L1,F,A0059255890,
49,1211179456582874,18,01 year(s) 06 month(s) 01 day(s),L1,Dog Pre/Post Op 135 2,Identifying Info,L1,F,A0059255890,
50,1211179456582884,18,01 year(s) 06 month(s) 01 day(s),L1,Dog Pre/Post Op 135 2,Identifying Info,L1,F,A0059255890,
51,1211179381890335,52,01 year(s) 06 month(s) 01 day(s),L1,Dogs 606 A7,Available,L1,M,A0059253900,-
52,1211179383054339,52,01 year(s) 06 month(s) 01 day(s),L1,Dogs 606 A7,Available,L1,M,A0059253900,-
53,1211179383054349,52,01 year(s) 06 month(s) 01 day(s),L1,Dogs 606 A7,Available,L1,M,A0059253900,-
54,1211179517501493,40,00 year(s) 05 month(s) 01 day(s),L1,Dog Visiting 060 C7,Stray Wait,L1,M,A0059253771,
55,1211179520674228,40,00 year(s) 05 month(s) 01 day(s),L1,Dog Visiting 060 C7,Stray Wait,L1,M,A0059253771,
56,1211179520674238,40,00 year(s) 05 month(s) 01 day(s),L1,Dog Visiting 060 C7,Stray Wait,L1,M,A0059253771,
57,1211179455680306,10,01 year(s) 00 month(s) 01 day(s),STAFF ONLY,Receiving 130 8,Stray Wait,STAFF ONLY,F,A0059253774,-
58,1211179455680328,10,01 year(s) 00 month(s) 01 day(s),STAFF ONLY,Receiving 130 8,Stray Wait,STAFF ONLY,F,A0059253774,-
59,1211179456400887,10,01 year(s) 00 month(s) 01 day(s),STAFF ONLY,Receiving 130 8,Stray Wait,STAFF ONLY,F,A0059253774,-
60,1211179520470665,88,08 year(s) 00 month(s) 01 day(s),L1,Dogs 606 A2,Stray Wait,L1,M,A0059253396,-
61,1211179520679342,88,08 year(s) 00 month(s) 01 day(s),L1,Dogs 606 A2,Stray Wait,L1,M,A0059253396,-
62,1211179520679352,88,08 year(s) 00 month(s) 01 day(s),L1,Dogs 606 A2,Stray Wait,L1,M,A0059253396,-
63,1211179381536236,87,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B10,Stray Wait,L1,M,A0059248207,-
64,1211179381536258,87,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B10,Stray Wait,L1,M,A0059248207,-
65,1211179382784425,87,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B10,Stray Wait,L1,M,A0059248207,-
66,1211179455986442,71,06 year(s) 00 month(s) 01 day(s),L2-SF,Dogs 506 B1,Identifying Info,L2,F,A0059253592,-
67,1211179456348184,71,06 year(s) 00 month(s) 01 day(s),L2-SF,Dogs 506 B1,Identifying Info,L2,F,A0059253592,-
68,1211179456348194,71,06 year(s) 00 month(s) 01 day(s),L2-SF,Dogs 506 B1,Identifying Info,L2,F,A0059253592,-
69,1211179453802257,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 6,Court,STAFF ONLY,M,A0057829055,
70,1211179456342047,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 6,Court,STAFF ONLY,M,A0057829055,
71,1211179456342057,0,05 year(s) 06 month(s) 18 day(s),STAFF ONLY2025001753,Dogs 203 6,Court,STAFF ONLY,M,A0057829055,
72,1211168044721837,13,00 year(s) 04 month(s) 01 day(s),L2-SF,Featured Dogs 54,Stray Wait,L2,F,A0059252380,
73,1211168046226863,13,00 year(s) 04 month(s) 01 day(s),L2-SF,Featured Dogs 54,Stray Wait,L2,F,A0059252380,
74,1211168046226873,13,00 year(s) 04 month(s) 01 day(s),L2-SF,Featured Dogs 54,Stray Wait,L2,F,A0059252380,
75,1211168110979434,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252389,
76,1211168111399506,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252389,
77,1211168111399516,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252389,
78,1211168044539972,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252401,
79,1211168046107352,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252401,
80,1211168046107362,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252401,
81,1211168180178629,120,07 year(s) 00 month(s) 01 day(s),L1,Dogs 602 5,Microchip,L1,S,A0059252820,-
82,1211168180178651,120,07 year(s) 00 month(s) 01 day(s),L1,Dogs 602 5,Microchip,L1,S,A0059252820,-
83,1211168181179214,120,07 year(s) 00 month(s) 01 day(s),L1,Dogs 602 5,Microchip,L1,S,A0059252820,-
84,1211168111220151,16,06 year(s) 00 month(s) 01 day(s),L1,Dog Visiting 060 C3,Identifying Info,L1,F,A0059253294,-
85,1211168111309287,16,06 year(s) 00 month(s) 01 day(s),L1,Dog Visiting 060 C3,Identifying Info,L1,F,A0059253294,-
86,1211168111309297,16,06 year(s) 00 month(s) 01 day(s),L1,Dog Visiting 060 C3,Identifying Info,L1,F,A0059253294,-
87,1211168045520763,13,04 year(s) 00 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252327,
88,1211168045520785,13,04 year(s) 00 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252327,
89,1211168045922548,13,04 year(s) 00 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,M,A0059252327,
90,1211168180183950,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252344,
91,1211168180984806,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252344,
92,1211168180984816,12,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252344,
93,1211168045163436,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252362,
94,1211168045163458,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252362,
95,1211168045867451,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252362,
96,1211168110884784,42,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B5,Stray Wait,L1,F,A0059250440,-
97,1211168110884806,42,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B5,Stray Wait,L1,F,A0059250440,-
98,1211168111083076,42,04 year(s) 00 month(s) 01 day(s),L1,Dogs 081 B5,Stray Wait,L1,F,A0059250440,-
99,1211168180481840,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252310,
100,1211168181014065,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252310,
101,1211168181014075,14,00 year(s) 04 month(s) 01 day(s),L1,Featured Dogs 54,Stray Wait,L1,F,A0059252310,
102,1211168045102167,36,00 year(s) 08 month(s) 01 day(s),L1,Dogs 068 B1,Stray Wait,L1,M,A0059249083,-
103,1211168045832554,36,00 year(s) 08 month(s) 01 day(s),L1,Dogs 068 B1,Stray Wait,L1,M,A0059249083,-
104,1211168045832564,36,00 year(s) 08 month(s) 01 day(s),L1,Dogs 068 B1,Stray Wait,L1,M,A0059249083,-
105,1211168180562367,46,02 year(s) 00 month(s) 02 day(s),L1,Foster Friendly Finder,Stray Wait,L1,S,A0059250235,-
106,1211168180562389,46,02 year(s) 00 month(s) 02 day(s),L1,Foster Friendly Finder,Stray Wait,L1,S,A0059250235,-
107,1211168180968058,46,02 year(s) 00 month(s) 02 day(s),L1,Foster Friendly Finder,Stray Wait,L1,S,A0059250235,-
108,1211168045141942,35,00 year(s) 01 month(s) 01 day(s),L1,Dogs 303 B5,Stray Wait,L1,F,A0059247670,-
109,1211168045141964,35,00 year(s) 01 month(s) 01 day(s),L1,Dogs 303 B5,Stray Wait,L1,F,A0059247670,-
110,1211168045725444,35,00 year(s) 01 month(s) 01 day(s),L1,Dogs 303 B5,Stray Wait,L1,F,A0059247670,-
111,1211168110790472,21,00 year(s) 04 month(s) 01 day(s),L1,Dog Intake 128.04,Stray Wait,L1,F,A0059250212,
112,1211168110963794,21,00 year(s) 04 month(s) 01 day(s),L1,Dog Intake 128.04,Stray Wait,L1,F,A0059250212,
113,1211168110963804,21,00 year(s) 04 month(s) 01 day(s),L1,Dog Intake 128.04,Stray Wait,L1,F,A0059250212,
114,1211168110434224,53,01 year(s) 00 month(s) 02 day(s),L1,Dogs 406 B7,Stray Wait,L1,F,A0059249152,-
115,1211168111010155,53,01 year(s) 00 month(s) 02 day(s),L1,Dogs 406 B7,Stray Wait,L1,F,A0059249152,-
116,1211168111010165,53,01 year(s) 00 month(s) 02 day(s),L1,Dogs 406 B7,Stray Wait,L1,F,A0059249152,-
117,1211168179951074,7,00 year(s) 10 month(s) 01 day(s),L1,Dogs 602 C5,Stray Wait,L1,M,A0059247232,-
118,1211168180877285,7,00 year(s) 10 month(s) 01 day(s),L1,Dogs 602 C5,Stray Wait,L1,M,A0059247232,-
119,1211168180877295,7,00 year(s) 10 month(s) 01 day(s),L1,Dogs 602 C5,Stray Wait,L1,M,A0059247232,-
120,1211168180230133,57,03 year(s) 00 month(s) 01 day(s),L1,Dogs 503 A3,Stray Wait,L1,M,A0059249931,-
121,1211168180868178,57,03 year(s) 00 month(s) 01 day(s),L1,Dogs 503 A3,Stray Wait,L1,M,A0059249931,-
122,1211168180868188,57,03 year(s) 00 month(s) 01 day(s),L1,Dogs 503 A3,Stray Wait,L1,M,A0059249931,-
123,1211168110882907,29,03 year(s) 00 month(s) 02 day(s),L1,Dog Intake 128.02,Stray Wait,L1,F,A0059246375,-
124,1211168110882929,29,03 year(s) 00 month(s) 02 day(s),L1,Dog Intake 128.02,Stray Wait,L1,F,A0059246375,-
125,1211168110901141,29,03 year(s) 00 month(s) 02 day(s),L1,Dog Intake 128.02,Stray Wait,L1,F,A0059246375,-
126,1211168110753597,63,00 year(s) 10 month(s) 02 day(s),L1,Dogs 081 A1,Stray Wait,L1,M,A0059246410,-
127,1211168110753619,63,00 year(s) 10 month(s) 02 day(s),L1,Dogs 081 A1,Stray Wait,L1,M,A0059246410,-
128,1211168110811243,63,00 year(s) 10 month(s) 02 day(s),L1,Dogs 081 A1,Stray Wait,L1,M,A0059246410,-
129,1211168180055271,21,06 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,N,A0059245106,-
130,1211168180598319,21,06 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,N,A0059245106,-
131,1211168180598329,21,06 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,N,A0059245106,-
132,1211168179102161,82,03 year(s) 00 month(s) 02 day(s),L1,Flex 83,Stray Wait,L1,F,A0059239562,-
133,1211168179102183,82,03 year(s) 00 month(s) 02 day(s),L1,Flex 83,Stray Wait,L1,F,A0059239562,-
134,1211168180598826,82,03 year(s) 00 month(s) 02 day(s),L1,Flex 83,Stray Wait,L1,F,A0059239562,-
135,1211168180292832,42,02 year(s) 00 month(s) 02 day(s),L1,Dogs 088 B5,Stray Wait,L1,M,A0059240909,-
136,1211168180292854,42,02 year(s) 00 month(s) 02 day(s),L1,Dogs 088 B5,Stray Wait,L1,M,A0059240909,-
137,1211168180603520,42,02 year(s) 00 month(s) 02 day(s),L1,Dogs 088 B5,Stray Wait,L1,M,A0059240909,-
138,1211157513049761,0,,STAFF ONLY,Dogs 301 1,Identifying Info,STAFF ONLY,F,A0059245717,
139,1211157513930276,0,,STAFF ONLY,Dogs 301 1,Identifying Info,STAFF ONLY,F,A0059245717,
140,1211157513930286,0,,STAFF ONLY,Dogs 301 1,Identifying Info,STAFF ONLY,F,A0059245717,
141,1211157615283021,78,02 year(s) 00 month(s) 02 day(s),L1,Dogs 401 7,Microchip,L1,F,A0059245927,-
142,1211157618294055,78,02 year(s) 00 month(s) 02 day(s),L1,Dogs 401 7,Microchip,L1,F,A0059245927,-
143,1211157618294065,78,02 year(s) 00 month(s) 02 day(s),L1,Dogs 401 7,Microchip,L1,F,A0059245927,-
144,1211157509896023,0,,STAFF ONLY,Dogs 301 2,Identifying Info,STAFF ONLY,F,A0059245741,
145,1211157513831582,0,,STAFF ONLY,Dogs 301 2,Identifying Info,STAFF ONLY,F,A0059245741,
146,1211157513831592,0,,STAFF ONLY,Dogs 301 2,Identifying Info,STAFF ONLY,F,A0059245741,
147,1211157615394360,73,05 year(s) 00 month(s) 02 day(s),L2 - SF/RG,Dogs 402 6,Microchip,L2,N,A0059245257,-
148,1211157618289824,73,05 year(s) 00 month(s) 02 day(s),L2 - SF/RG,Dogs 402 6,Microchip,L2,N,A0059245257,-
149,1211157618289834,73,05 year(s) 00 month(s) 02 day(s),L2 - SF/RG,Dogs 402 6,Microchip,L2,N,A0059245257,-
150,1211157614863048,11,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 8,Stray Wait,L1,M,A0059240942,-
151,1211157614863070,11,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 8,Stray Wait,L1,M,A0059240942,-
152,1211157618117151,11,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 8,Stray Wait,L1,M,A0059240942,-
153,1211157618011947,93,03 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B7,Microchip,L1,N,A0059241633,-
154,1211157618011969,93,03 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B7,Microchip,L1,N,A0059241633,-
155,1211157618051385,93,03 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B7,Microchip,L1,N,A0059241633,-
156,1211157513346991,10,04 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,F,A0059245103,-
157,1211157513347013,10,04 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,F,A0059245103,-
158,1211157513599129,10,04 year(s) 00 month(s) 02 day(s),L1,Dogs 067 C1,Microchip,L1,F,A0059245103,-
159,1211157513567051,12,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 1,Stray Wait,L1,M,A0059240381,-
160,1211157513567073,12,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 1,Stray Wait,L1,M,A0059240381,-
161,1211157513595657,12,02 year(s) 00 month(s) 02 day(s),L1,Small Animals 1,Stray Wait,L1,M,A0059240381,-
162,1211157611759251,63,02 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B3,Microchip,L1,N,A0059242581,-
163,1211157618046801,63,02 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B3,Microchip,L1,N,A0059242581,-
164,1211157618046811,63,02 year(s) 00 month(s) 02 day(s),L1,Dogs 606 B3,Microchip,L1,N,A0059242581,-
165,1211157511382610,58,01 year(s) 06 month(s) 02 day(s),L2-SF,Dogs 506 A1,Stray Wait,L2,N,A0059242246,-
166,1211157511382632,58,01 year(s) 06 month(s) 02 day(s),L2-SF,Dogs 506 A1,Stray Wait,L2,N,A0059242246,-
167,1211157513595725,58,01 year(s) 06 month(s) 02 day(s),L2-SF,Dogs 506 A1,Stray Wait,L2,N,A0059242246,-
168,1211157616343929,26,04 year(s) 00 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239705,+
169,1211157617833595,26,04 year(s) 00 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239705,+
170,1211157617833605,26,04 year(s) 00 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239705,+
171,1211157615046057,43,01 year(s) 00 month(s) 03 day(s),L1,Dogs 088 B3,Stray Wait,L1,M,A0059238550,-
172,1211157617845851,43,01 year(s) 00 month(s) 03 day(s),L1,Dogs 088 B3,Stray Wait,L1,M,A0059238550,-
173,1211157617845861,43,01 year(s) 00 month(s) 03 day(s),L1,Dogs 088 B3,Stray Wait,L1,M,A0059238550,-
174,1211157513378643,51,04 year(s) 00 month(s) 00 day(s),L1,Dog Pre/Post Op 138 3,Microchip,L1,F,A0059238268,-
175,1211157513378665,51,04 year(s) 00 month(s) 00 day(s),L1,Dog Pre/Post Op 138 3,Microchip,L1,F,A0059238268,-
176,1211157513405087,51,04 year(s) 00 month(s) 00 day(s),L1,Dog Pre/Post Op 138 3,Microchip,L1,F,A0059238268,-
177,1211157473007927,20,01 year(s) 07 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239719,+
178,1211157477315660,20,01 year(s) 07 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239719,+
179,1211157477315670,20,01 year(s) 07 month(s) 03 day(s),,Clinic Clinic,Court,,F,A0059239719,+
180,1211145741463634,16,03 year(s) 00 month(s) 03 day(s),L1,Dogs 602 C6,Identifying Info,L1,M,A0059237875,
181,1211145741463656,16,03 year(s) 00 month(s) 03 day(s),L1,Dogs 602 C6,Identifying Info,L1,M,A0059237875,
182,1211145742314814,16,03 year(s) 00 month(s) 03 day(s),L1,Dogs 602 C6,Identifying Info,L1,M,A0059237875,
183,1211145514324494,36,00 year(s) 10 month(s) 03 day(s),L1,Dogs 506 B7,Stray Wait,L1,M,A0059234298,-
184,1211145514324516,36,00 year(s) 10 month(s) 03 day(s),L1,Dogs 506 B7,Stray Wait,L1,M,A0059234298,-
185,1211145514731745,36,00 year(s) 10 month(s) 03 day(s),L1,Dogs 506 B7,Stray Wait,L1,M,A0059234298,-
186,1211145822988025,69,04 year(s) 00 month(s) 03 day(s),L1,Dogs 506 A5,Available,L1,S,A0059234037,-
187,1211145822988047,69,04 year(s) 00 month(s) 03 day(s),L1,Dogs 506 A5,Available,L1,S,A0059234037,-
188,1211145823136939,69,04 year(s) 00 month(s) 03 day(s),L1,Dogs 506 A5,Available,L1,S,A0059234037,-
189,1211145741201868,17,07 year(s) 00 month(s) 03 day(s),STAFF ONLY,Receiving 130 10,Rescue,STAFF ONLY,M,A0059236825,-
190,1211145741201890,17,07 year(s) 00 month(s) 03 day(s),STAFF ONLY,Receiving 130 10,Rescue,STAFF ONLY,M,A0059236825,-
191,1211145741247829,17,07 year(s) 00 month(s) 03 day(s),STAFF ONLY,Receiving 130 10,Rescue,STAFF ONLY,M,A0059236825,-
192,1211145513173878,45,01 year(s) 00 month(s) 03 day(s),L1,Dogs 406 A2,Microchip,L1,N,A0059234322,-
193,1211145514731677,45,01 year(s) 00 month(s) 03 day(s),L1,Dogs 406 A2,Microchip,L1,N,A0059234322,-
194,1211145514731687,45,01 year(s) 00 month(s) 03 day(s),L1,Dogs 406 A2,Microchip,L1,N,A0059234322,-
195,1211145514202503,41,,L1,Dogs 067 A2,Stray Wait,L1,F,A0059232749,-
196,1211145514202525,41,,L1,Dogs 067 A2,Stray Wait,L1,F,A0059232749,-
197,1211145514732926,41,,L1,Dogs 067 A2,Stray Wait,L1,F,A0059232749,-
198,1211145733980404,93,08 year(s) 00 month(s) 04 day(s),L1,Dogs 401 4,Stray Wait,L1,F,A0059231416,-
199,1211145741059260,93,08 year(s) 00 month(s) 04 day(s),L1,Dogs 401 4,Stray Wait,L1,F,A0059231416,-
200,1211145741059270,93,08 year(s) 00 month(s) 04 day(s),L1,Dogs 401 4,Stray Wait,L1,F,A0059231416,-
201,1211145821896960,44,02 year(s) 00 month(s) 04 day(s),L1,Dog Quarantine B7,Stray Wait,L1,F,A0059230914,-
202,1211145822842648,44,02 year(s) 00 month(s) 04 day(s),L1,Dog Quarantine B7,Stray Wait,L1,F,A0059230914,-
203,1211145822842658,44,02 year(s) 00 month(s) 04 day(s),L1,Dog Quarantine B7,Stray Wait,L1,F,A0059230914,-
204,1211145512733567,8,00 year(s) 02 month(s) 04 day(s),L1,Salon C1,Stray Wait,L1,S,A0059231395,
205,1211145514475166,8,00 year(s) 02 month(s) 04 day(s),L1,Salon C1,Stray Wait,L1,S,A0059231395,
206,1211145514475176,8,00 year(s) 02 month(s) 04 day(s),L1,Salon C1,Stray Wait,L1,S,A0059231395,
207,1211145513092230,31,01 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230076,-
208,1211145514466878,31,01 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230076,-
209,1211145514466888,31,01 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230076,-
210,1211145740773153,48,02 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230047,-
211,1211145740773175,48,02 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230047,-
212,1211145740963736,48,02 year(s) 00 month(s) 04 day(s),L1,Flex 85,Stray Wait,L1,F,A0059230047,-
213,1211134273987835,35,00 year(s) 10 month(s) 05 day(s),L1,Dogs 088 A1,Available,L1,F,A0059229633,-
214,1211134274362030,35,00 year(s) 10 month(s) 05 day(s),L1,Dogs 088 A1,Available,L1,F,A0059229633,-
215,1211134274362040,35,00 year(s) 10 month(s) 05 day(s),L1,Dogs 088 A1,Available,L1,F,A0059229633,-
216,1211134866590850,0,03 year(s) 00 month(s) 05 day(s),STAFF ONLY,Dogs 202 2,Bite Quarantine,STAFF ONLY,F,A0059231042,
217,1211134866882849,0,03 year(s) 00 month(s) 05 day(s),STAFF ONLY,Dogs 202 2,Bite Quarantine,STAFF ONLY,F,A0059231042,
218,1211134866882859,0,03 year(s) 00 month(s) 05 day(s),STAFF ONLY,Dogs 202 2,Bite Quarantine,STAFF ONLY,F,A0059231042,
219,1211134273389987,6,00 year(s) 02 month(s) 05 day(s),L1,Clinic Clinic,Stray Wait,L1,F,A0059230145,
220,1211134274351640,6,00 year(s) 02 month(s) 05 day(s),L1,Clinic Clinic,Stray Wait,L1,F,A0059230145,
221,1211134274351650,6,00 year(s) 02 month(s) 05 day(s),L1,Clinic Clinic,Stray Wait,L1,F,A0059230145,
222,1211134527623414,15,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229604,
223,1211134527623436,15,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229604,
224,1211134528161834,15,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229604,
225,1211134527808575,32,00 year(s) 05 month(s) 04 day(s),L1,Dogs 068 C1,Microchip,L1,N,A0059229628,
226,1211134528229856,32,00 year(s) 05 month(s) 04 day(s),L1,Dogs 068 C1,Microchip,L1,N,A0059229628,
227,1211134528229866,32,00 year(s) 05 month(s) 04 day(s),L1,Dogs 068 C1,Microchip,L1,N,A0059229628,
228,1211134864973686,18,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229601,
229,1211134864973708,18,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229601,
230,1211134865740533,18,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229601,
231,1211134527824903,17,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229600,
232,1211134527824925,17,00 year(s) 05 month(s) 05 day(s),L1,Puppy 47 2,Stray Wait,L1,M,A0059229600,
