,gid_x,Weight_y,Age_y,LevelReason,Location_y,CurrentStatus,Level_y,Sex_y,AnimalID,HW_y
1311,1210954502822591,41,03 year(s) 00 month(s) 27 day(s),L1,Foster Trial Adoption,Trial Adoption,L1,M,A0059030945,-
1312,1210954502562690,67,02 year(s) 00 month(s) 28 day(s),L1,Dogs 088 B9,Available,L1,M,A0059028091,-
1313,1210954502562698,67,02 year(s) 00 month(s) 28 day(s),L1,Dogs 088 B9,Available,L1,M,A0059028091,-
1314,1210954502596022,54,03 year(s) 00 month(s) 27 day(s),L2-BH,Dogs 081 A8,Adopted,L2,S,A0059026601,+
1315,1210954502618087,54,03 year(s) 00 month(s) 27 day(s),L2-BH,Dogs 081 A8,Adopted,L2,S,A0059026601,+
1316,1210954177459411,55,05 year(s) 00 month(s) 27 day(s),L1,Dogs 306 B2,Available,L1,M,A0059025512,-
1317,1210954177459419,55,05 year(s) 00 month(s) 27 day(s),L1,Dogs 306 B2,Available,L1,M,A0059025512,-
1318,1210954253341346,33,06 year(s) 00 month(s) 28 day(s),L1,Dogs 303 B1,Adopted,L1,F,A0059023830,-
1319,1210954253341354,33,06 year(s) 00 month(s) 28 day(s),L1,Dogs 303 B1,Adopted,L1,F,A0059023830,-
1320,1210945531127920,48,02 year(s) 00 month(s) 29 day(s),L2-SF,Dogs 501 4,Available,L2,M,A0059018919,-
1321,1210945531127928,48,02 year(s) 00 month(s) 29 day(s),L2-SF,Dogs 501 4,Available,L2,M,A0059018919,-
1322,1210945598250970,42,01 year(s) 00 month(s) 28 day(s),L2-SF,Foster Foster Home,Available,L2,M,A0059019474,-
1323,1210945598250978,42,01 year(s) 00 month(s) 28 day(s),L2-SF,Foster Foster Home,Available,L2,M,A0059019474,-
1324,1210945531131852,55,03 year(s) 00 month(s) 28 day(s),L2 - RG,Dogs 603 B6,Priority,L2,M,A0059018741,-
1325,1210945531131860,55,03 year(s) 00 month(s) 28 day(s),L2 - RG,Dogs 603 B6,Priority,L2,M,A0059018741,-
1326,1210945598389784,58,03 year(s) 00 month(s) 29 day(s),L1,Dogs 306 A1,Available,L1,N,A0059015488,-
1327,1210945598389792,58,03 year(s) 00 month(s) 29 day(s),L1,Dogs 306 A1,Available,L1,N,A0059015488,-
1328,1210934206855492,64,01 year(s) 06 month(s) 29 day(s),L1 - EA,Dogs 066 B6,Available,L1,M,A0059011050,-
1329,1210934207285835,64,01 year(s) 06 month(s) 29 day(s),L1 - EA,Dogs 066 B6,Available,L1,M,A0059011050,-
1330,1210934277986681,42,03 year(s) 00 month(s) 29 day(s),L2-A,Dogs 068 A4,Priority,L2,M,A0059008519,-
1331,1210934277986689,42,03 year(s) 00 month(s) 29 day(s),L2-A,Dogs 068 A4,Priority,L2,M,A0059008519,-
1332,1210934207113547,53,02 year(s) 00 month(s) 29 day(s),L1,Dogs 067 B2,Available,L1,F,A0059010208,-
1333,1210934207185983,53,02 year(s) 00 month(s) 29 day(s),L1,Dogs 067 B2,Available,L1,F,A0059010208,-
1334,1210934207073985,39,03 year(s) 00 month(s) 30 day(s),L1,Dogs 068 B4,Available,L1,M,A0059007743,-
