,gid,AnimalWeight,Age_x,ColorAndBreed,ShortURL,MicrochipNumber,ExpirationDate,ARN,Location_x,AnimalName,Stage,FosterReason,PlayStyle,HoldReason,Level_x,Sex_x,Result,DogTest,PlayGroup,Behavior,HomeNotes
365,1210469613783840,45,05 year(s) 03 month(s) 04 day(s)," Brindle / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",https://bit.ly/Adopt-draco,985112011894752,,L2-SF,Foster Foster Home,Draco,Available,Lack of Space,,,L2,N,Negative,,,6/4/2025 easily startled while in intake. flails when being vetted clinic had to help draw blood unable to focus/redirect signs of stress/fear startles easily tense muscles frozen/stuck in place running away during exam.,
366,1210481323092236,65,05 year(s) 03 month(s) 02 day(s)," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Drumstick,985112012541656,6/7/2026,L2-BH,Foster Foster Home,Drumstick,Available,Lack of Space,,,L2,N,,,,"6/6/2025 Easily handled in intake kennel.Once in exam room, we attempted to muzzle him for vaccines, but he began showing teeth/snarling with hackles raised. Head whipping & whale eye. Could not successfully place on muzzle after a few attempts & the vaccines were completed on catchpole. Only seems to become aggressive with restraint/vetting. Otherwise no aggression shown. ",
367,1210481323115617,39,02 year(s) 03 month(s) 02 day(s)," Brindle / White Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Mangorita,941010003954862,6/18/2026,L2-SF,Foster Foster Home,Mangorita,Available,Lack of Space,Gentle Play,,L2,S,Negative,"7/22/2025 very insecure. interested in greeting dogs but cowered when they engaged or continued to pursue after initial greeting. loose body and broad wag when greeting a dog that wasn't facing her - needs confidence boost. ok to go to g/d group, may graduate",,"6/6/2025 Very scared in intake kennel. Startles easily, showing signs of stress/fear, tense muscles, ducking.Needed a minute to warm up once in exam room. Very food motivated. Head whipping & can get snappy with fast movements. GO SLOW. Muzzled for precaution during exam. ",
368,1210490057026751,48,02 year(s) 03 month(s) 02 day(s)," White / Black Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Lips,941010003939783,6/26/2026,L1,Foster Foster Home,Lips,Available,Lack of Space,Physical Play,,L1,S,Negative,"nan

8/12/2025 Lips is a very physical player. He was nonstop running and having fun. He was very tolerant but quickly became annoying to our h/g dogs due to his high energy.",,"6/6/2025 Easily handled in intake kennel. Can be mouthy when excited, but no aggression shown. Very friendly. Easily handled. ",
369,1210490159992169,27,00 year(s) 08 month(s) 01 day(s)," White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Starlight,941010003999484,6/13/2026,L1,Foster Foster Home,Bella Rose,Available,Lack of Space,,,L1,S,,,,6/7/2025 Easily handled while in intake and during exam.,"8/4/2025 Timestamp 2025-08-04 14:57:08Dog's name: StarlightDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? 2mosThis dog is a Adoption Return (This pet was adopted from this shelter.)What is the main reason you are bringing this dog back to the shelter? Trouble adjusting to home, adult supervision, aggressive with menPlease explain in your own words, why you need to return this dog today We've had a hard time getting her to adjust to our home and she has trust issues with males (human).While in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 17 & 18How would you describe this dog's behavior towards the children? Mostly FriendlyIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible She likes to bite at the, leg, ankles and feetWhat other animals did this dog live with in your home? No other animalsIf this dog met or played with other dogs please describe their body language: ExcitedHas this dog ever fought with another dog? If yes, please describe the incident NoHas this dog ever injured another dog? If yes, please describe the incident NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Chases themHas this dog ever killed a prey animal or pet? If yes, please describe the incident No, insectsIs there any other information you would like to share about this dog interacting with other animals? NoWhere did this dog spend most of their time? InsideDo you have a fenced yard? YesHow did you exercise this dog? Long Walks and outside in fenced in backyard.How often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Some pulling, but manageableHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit, give pawWhich behaviors does this dog need improvement on? Biting (nipping), calm down, fearful of raised hand.When the dog played did they typically Jump, Growl, Bite lightlyHow long each day was this dog left alone inside your home? RARELY; Someone was USUALLY homeWhen left inside your home alone, was this dog CratedWhen this dog was left alone did they show any of the following behaviors? CriedIs this dog crate trained? Yes, for more than 8 hours.How often did this dog have potty accidents in the house? Rarely, Urinates onlyHow often did this dog destroy things other than toys? RarelyIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? 2 flip flopsWhat does this dog do when a stranger/visitor comes into the house? Smells themWhat does this dog do when a stranger tries to pet them? Is cautious and backs awayWhat is this dog afraid of? How do they react? She's afraid of a raised hand over her head going in to pet her, ppl bending down to pick up something in front of herPlease tell us anything you would like us to know about this dog to help us find it an adoptive home She WANTS to be sweet and loving. We believe she would do GREAT with someone who has training to home her. She LOVES being outside chasing birds, insects, etc. She LOVES the water!!If the animal is still here in 30 days, would you like us to check in with you? No

8/17/2025 Timestamp 2025-08-17 16:44:04Dog's name: Bella RoseDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? 4 hoursThis dog is a Dog For The Day (I picked this pet up earlier today for an outing.)What activities did you do with this dog today? Hiked, outdoor patio for lunchDid this dog have any interactions with the following? [Dogs ] Positive InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] Positive InteractionWhat was this dog's activity level? 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 3-Play first, then snuggle!If this dog met any children on your outing, how would you describe this dog's behavior towards the children? Mostly FriendlyHow did this dog do on a leash? Great on a leash, Gets excited when they see other dogsDid this dog know any commands? SitWhat is this dog's best quality, in your opinion? Sweet and curiousWhat is this dog's worst quality, in your opinion? Wants to chew on thingsSelect any of these apply to the dog's personality: Friendly, Playful, AffectionateDid this dog have an potty accidents? NoDid you see this dog act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? NoIf the animal is still here in 30 days, would you like us to check in with you? NoWould you like to be notified if this animal is ever at risk for euthanasia? No"
370,1210490160134666,34,00 year(s) 08 month(s) 01 day(s)," Brown / White Mixed Breed, Small (under 24 lbs fully grown) / Mix",https://bit.ly/Adopt_Bumpers,941010003987991,6/11/2026,L1,Foster Foster Home,Bumpers,Available,Lack of Space,,,L1,N,Negative,,,6/7/2025 Easily handled while in intake and during exam. ,"8/24/2025 BUMPERS – Foster Return Timestamp 2025-08-24 12:27:45Animal ID #: 58658572Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 1 monthThis dog is a... Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? Moving and cant take care of him right nowWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? All ages from 2-15 very well with childrenHow would you describe this dog's behavior towards the children? Mostly FriendlyAre there any details about this dog interacting with children that you would like to share? NoIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. Make sure not to allow children to pull his tail he does a low growl other than that he is wonderful with childrenWhat other animals did this dog live with in your home? Small dog(s), Large dog(s), CatsIf other animals lived in the home, how well did this dog get along with them? Very well they always played together and he is very curious about the kittensIf this dog met or played with other dogs please describe their body language: Excited, JumpyHas this dog ever fought with another dog? If yes, please describe the incident. Play fighting nothing serious everHas this dog ever injured another dog? If yes, please describe the incident. NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? He is fine walks he doesnt run after them bark anything and he loves kittens he lived with 3 of themHas this dog ever killed a prey animal or pet? If yes, please describe the incident. NoIs there any other information you would like to share about this dog interacting with other animals? He loves them and is very playfull loves to roll over play tug of war and run aroundWhere did this dog spend most of their time? BothDo you have a fenced yard? NoIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? We took walks around the neighborhood to the store and dog parksHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit ,and laydown ,stop ,come here ,stayWhich behaviors does this dog need improvement on? Cage training he will try and chew the door or mess up the cage he always tears up the puppy padWhen the dog played did they typically... JumpHow long each day was this dog left alone inside your home? 4 hoursWhen left inside your home alone, was this dog... CratedWhen this dog was left alone did they show any of the following behaviors? Urinated/defecated, CriedIs this dog crate trained? Yes, for 4 hours or less.How often did this dog have potty accidents in the house? 1-2 times a weekHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? Any type of chew toy or plushie he loves to rip out the cotton and lay on itWhat does this dog do when a stranger/visitor comes into the house? Nothing sniffs them very friendlyWhat does this dog do when a stranger tries to pet them? Nothing licks their handWhat does this dog do when you or someone else goes near the food bowl while they are eating? NothingWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? Tried to play and get them backWhat does this dog do when someone tells them to get off of furniture? Jumps off and goes else whereWhat is this dog's best quality? He is calm and loves cuddlesWhat is this dog's worst quality? Messing up the crateCheck all that apply to this dog's personality: Friendly, Clingy, Goofy, Polite, Playful, AffectionateIn your own words, describe this dog's personality. Amazing and funnyWhat is this dog afraid of? How do they react? Nothing i know ofAll dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. His tail being pulledHave you seen them act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes"
371,1210490056545466,57,02 year(s) 03 month(s) 01 day(s)," Tan Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Chorizo,941010003948443,6/18/2026,L1,Foster Foster Home,Chorizo,Available,Lack of Space,Tag,,L1,S,Negative,"6/18/2025 loose at gate, as she entered the yard hootie and pepsi were playing - chorizo displayed full body hackles and kept awkwardly trying (and failing) to jump on top of hootie. she was content to be the 3rd wheel with hootie and pepsi. tolerant of being body checked, rough play may not have been her speed but she wanted to play. ",,6/7/2025 Easily handled while in intake. During exam she was playful and friendly. Has mouthiness. ,
372,1210492455001228,78,05 year(s) 03 month(s) 00 day(s)," Grey / White Mixed Breed, Large (over 44 lbs fully grown) / Mix",https://bit.ly/Adopt_SweetiePie,941010003042852,6/18/2026,L1,Foster Trial Adoption,Sweetie Pie-ADOPTED,Trial Adoption,Trial Adoption,Gentle Play,,L1,F,Negative,"6/18/2025 came in hot, galloped around yard. loose and tolerant of dogs jumping on her, initially showing no direct interest in any of the dogs. content to do her own thing. she approached mollie and attempted to engage in play but mollie snapped at her - sweetie pie responded well to correction and backed off, was okay to stay in yard with her after that. ",,6/8/2025 easily handled,
373,1210495458650043,45,05 year(s) 02 month(s) 30 day(s)," Brown / White Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Contigo,,7/13/2026,L2-BH,Foster Foster Home,Contigo,Available,Lack of Space,Little to no play,,L2,M,,"nan

8/12/2025 Came into the yard and spent a lot of time relieving himself. Once he was finished skittles walked past him and he got a little stiff. He gave a great correction, which she listened to and walked away. Doesn’t want dogs in his space but can coexist.",,"6/9/2025 Doesnt like to be handled or restrained. Muzzled out of precaution wasn't able to complete HW test or microchip due to body handling issues 

8/4/2025 Very friendly at the gate and allowed for pets. Likely sensitive to restraint/handling due to the large mass on his chest. ",
374,1210517764600659,71,," Bronze Terrier, American Staffordshire / Mix",https://bit.ly/Adopt_Maisy,941010003912718,7/13/2026,L3-OA,Foster Foster Home,Maisy,Available,Lack of Space,,,L3,S,,,,"6/9/2025 Growls and backs away when kennel door is approached cannot be handled. Partial intake completed with catch pole. Signs of stress/FearHacklesGrowlingHard staringLifting lip/Showing teeth

6/17/2025 6/17/2025-SP/LR Doing better, severe bruising all over body.  Not comfortable leashing while injured.  Took treats gently at the gate and licks hand through the gate.  Doing a medical write up with retest after.  

6/24/2025 Approached her from the inside of kennel. Took treats from me and tried to lightly nibble on my hand. Leashed with no problems and brought out to yard. Left leash on her but allowed her to run around. She got the zoomies, very sweet and allowed pets. Would come up to me for more. Exhibited some OA behavior but was able to calm herself down. Recommend L3-OA and slowly progress downward. 

nan

7/22/2025 Easy in and out of her kennel. Uneasy walking through the kennel, hackles up passing by barking dogs. Sniffed around the play yard for a few minutes. Allowed lots of pets all over. Playful, gets really cute zoomies. Affectionate. k Rec: L2-OA, level down

7/22/2025 Easy in and out of her kennel. Uneasy walking through the kennel, hackles up passing by barking dogs. Sniffed around the play yard for a few minutes. Allowed lots of pets all over. Playful, gets really cute zoomies. Affectionate. kRec: L2-OA, level down No change at this time. Went to foster home. MH",
375,1210506754649983,50,00 year(s) 08 month(s) 30 day(s)," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",https://bit.ly/Adopt_LittleSallyWalker,941010003936726,6/13/2026,L2-JM,Foster Foster Home,Little Sally Walker,Available,Lack of Space,Physical Play,,L2,F,Negative,7/22/2025 Little Sally Walker was tested with Pippy and Skittles. She came in hot with a lot of high puppy energy. She was not steerable but had great body language. She is a true rough and rowdy puppy who just wants to plat! ,,"6/10/2025 Easily handled in intake, during exam, was very mouthy to the point of bruising.

7/16/2025 Took Little Sally walker out for a dog test. Upon exiting the kennel she began grabbing my leash. As we walked she grabbed my pants and shirt with her mouth. Was difficult to redirect. Take a toy if getting her out. Continued to escalate mouthiness while in the yard until another dog was brought out. ","7/14/2025 Timestamp 2025-07-14 18:41:28Dog's name: Sally walkerDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NaHow long have you had this dog? 1 dayThis dog is a Dog For The Day (I picked this pet up earlier today for an outing.)What activities did you do with this dog today? Went to the parkDid this dog have any interactions with the following? [Dogs ] No InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] No InteractionWhat was this dog's activity level? 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 2-I'm affectionate with friends, 3-Play first, then snuggle!How did this dog do on a leash? Some pulling, but manageableDid this dog know any commands? Sit, ComeWhat is this dog's best quality, in your opinion? No barkingWhat is this dog's worst quality, in your opinion? Too playfulSelect any of these apply to the dog's personality: Friendly, Playful, AffectionateDid this dog have an potty accidents? NoDid you see this dog act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? No

7/15/2025 Timestamp 2025-07-15 17:47:31Dog's name: Little Sally WalkerAnimal ID #: A0058673772Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? Few hoursThis dog is a Dog For The Day (I picked this pet up earlier today for an outing.)What activities did you do with this dog today? Walk, playing with toys, laying in grass, car ride, snuggles, worked on sit and taking treats, saw another dog and no aggressive reaction.Did this dog have any interactions with the following? [Dogs ] Positive InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] No InteractionWhat was this dog's activity level? 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 3-Play first, then snuggle!How did this dog do on a leash? Some pulling, but manageableDid this dog know any commands? Sit, Was able to signal for potty timeWhat is this dog's best quality, in your opinion? Happy, bouncyWhat is this dog's worst quality, in your opinion? A bit slobbery. No biggie.Select any of these apply to the dog's personality: Friendly, Playful, AffectionateDid this dog have an potty accidents? NoDid you see this dog act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home Total sweetie! She deserves a homeWould you like to be notified if this animal is ever at risk for euthanasia? NoIf the animal is still here in 30 days, would you like us to check in with you? No"
376,1210517763522912,47,02 year(s) 02 month(s) 28 day(s)," Butterscotch / White Mixed Breed, Large (over 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Tips,941010004003634,6/18/2026,L2-SF,Foster Foster Home,Tips,Available,Lack of Space,Gentle Play,,L2,F,Negative,"7/22/2025 very insecure, kept distance from dogs and people in the yard. after some time she opened up and slowly trotted after skittles as she ran around the yard, but became avoidant when skittles attempted to engage her directly. would really benefit from going to playgroup often",,"6/11/2025 Easily handled in intake kennel. Once in exam room her tail was tucked & she walked low to the ground. Showing signs of stress/fear, startles easily, tense muscles, frozen at times. 

7/20/2025 Showing signs of kennel stress. Pacing, barking.",
377,1210549120255890,0,," Grey Terrier, American Pit Bull / Mix",,,,,Foster Foster Home,Aria,Nursing Mom,Pregnant/Nursing w/Mom,,,,F,,,,"6/14/2025 Does not like to leave pups, growls when approached. Very food motivated able to toss treats to be leash to courtyard and allows unleashing in yard. ",
378,1210577921772377,7,00 year(s) 02 month(s) 20 day(s)," Grey Terrier, American Pit Bull / Mix",,,,,Foster Foster Home,Kai,Under Age,Pregnant/Nursing w/Mom,,,,F,,,,,
379,1210577921096062,7,00 year(s) 02 month(s) 20 day(s)," Grey Terrier, American Pit Bull / Mix",,,,,Foster Foster Home,Chai,Under Age,Pregnant/Nursing w/Mom,,,,F,,,,,
380,1210577819472322,7,00 year(s) 02 month(s) 20 day(s)," Grey Terrier, American Pit Bull / Mix",,,,,Foster Foster Home,Bonsai,Under Age,Pregnant/Nursing w/Mom,,,,F,,,,,
381,1210549120597139,0,00 year(s) 02 month(s) 28 day(s),"Tricolor Brown / White Bulldog, French / Mix",,,,L1,Salon C1,Mountain,Court,,,Court Mandate,L1,M,,,,,
382,1210549118891032,0,00 year(s) 02 month(s) 28 day(s)," White Bulldog, French / Mix",,,,Oliver,Foster Foster Home,Valley,Court,Court,,Court Mandate,,M,,,,,
383,1210549210127131,0,00 year(s) 02 month(s) 28 day(s)," Brown / White Bulldog, French / Mix",,,,daisy,Foster Foster Home,Prairie,Court,Court,,Court Mandate,,F,,,,,
384,1210549208872911,4,00 year(s) 02 month(s) 28 day(s),"Merle Brown Bulldog, French / Mix",,,,Kevin,Mutternity 1,Forest,Court,,,Court Mandate,,M,,,,,
385,1210549128984149,58,02 year(s) 02 month(s) 25 day(s)," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Vladimir,981020061088896,6/18/2026,L1,Foster Foster Home,Vladimir,Available,Lack of Space,Physical Play,,L1,M,Negative,"7/23/2025 very high energy, immediately engaged in rough play with skittles (who did not like it) and was very bouncy in the yard. yard was lower energy so he didn't have a good play mate that matched his energy, but he did well disengaging when others showed no interest in playing. would really benefit from tons of playgroup time due to kennel stress",,"6/14/2025 Easily handled in intake kennel & during exam.

7/14/2025 high energy when coming out of kennel. displayed loose and wiggly body language & offered play bow to dog in neighboring yard. very excitable but easy to redirect and calm down. 

7/20/2025 Showing signs of kennel stress",
386,1210566268436701,54,04 year(s) 02 month(s) 23 day(s)," Brown / White Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Dora,941010003935448,6/26/2026,L1,Foster Trial Adoption,Dora,Trial Adoption,Trial Adoption,No PlayGroup- Slow Intros,,L1,S,Positive,"nan

8/12/2025 While being walked past our h/g dogs she was growling at them through the fence. Due to past notes we walked her in on a leash with only foresight in the yard. She would stiffen up when he came around and got whale eyed but no offensive behavior. We walked skittles by her and again a little stiff but no offensive behavior. Gave a good correction when the dogs got too close and they listened. Would need a very slow intro with dogs.",,6/17/2025 easily handled,
387,1210566047414877,57,03 year(s) 02 month(s) 22 day(s)," Brown / White Terrier, Pit Bull / Mix",https://bit.ly/Adopt_Boots,941010003858046,6/26/2026,L1,Foster Foster Home,Boots - ADOPTED,Trial Adoption,Trial Adoption,Pending,,L1,N,Negative,nan,,6/17/2025 easily handled,
388,1210566047414845,0,00 year(s) 02 month(s) 25 day(s)," Tan Bulldog, French / Mix",,,,,Foster Foster Home,Saturday,Court,Court,,Court Mandate,,M,,,,,
389,1210577821236885,53,02 year(s) 02 month(s) 21 day(s)," White / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Welcome,941010003645804,6/26/2026,L1,Foster Foster Home,Welcome,Available,Lack of Space,Tag,,L1,S,Negative,"nan

8/5/2025 Very excited in the catchpin. Immediatley came in and started playing. Very friendly and playful so we kept her out the whole time.",,"6/18/2025 very nervous shaking cowering go slow while in intake. once in the exam room opened up muzzled out of precaution couldn't complete HW test or microchip during exam.

7/5/2025 Vol w/u 7/4/2025 ""Request move to L1. Welcome is not cowering or hiding. When opening the kennel door is ready to be leashed and walked. No issues when walking by other dogs in yards. Slow walked around outside yard and pasture. Easy return "" Changed to L1 - No shy behaviors observed - Naomi

7/26/2025 Showing signs of kennel stress

8/1/2025 Showing signs of kennel stress - barking, pacing","8/15/2025 WELCOME – Foster Notes  Timestamp 2025-08-12 14:11:15Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain She took Carprofen for 3 days post spayHow long have you had this dog? I had welcome for 6 nights from Tuesday through Monday.This dog is a Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? I didn’t return: Laurel Thompson took over as foster which was our intentionWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 9, 11, and 13How would you describe this dog's behavior towards the children? Mostly Friendly, Slow approach - our kids are very dog savvyAre there any details about this dog interacting with children that you would like to share? Our kids are super dog savvy and moved slowly and only interacted at Welcome’s initiationWhat other animals did this dog live with in your home? She did not meet any of our resident pets due to decompression and spay recoveryHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Locks in but easily recalledHas this dog ever killed a prey animal or pet? If yes, please describe the incident NoIs there any other information you would like to share about this dog interacting with other animals? No - nothing abnormal but wouldn’t recommend for a home with small animals just based on her interest when seeing them outsideWhere did this dog spend most of their time? InsideDo you have a fenced yard? YesIf you do not have a fenced yard, do you: Spay recovery - she was leash walked for the most part in the backyardHow did you exercise this dog? Spay recovery - bathroom breaks onlyHow often did you exercise this dog? Spay recovery - bathroom breaks onlyWhat kind of collar did you use for this dog? Body harnessHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? NoWhat commands does this dog know? None. She learned sit by her departure and has excellent recall.Which behaviors does this dog need improvement on? Spay recovery: cannot speak to her normal behavior when not recovering from major surgery.When the dog played did they typically JumpHow long each day was this dog left alone inside your home? No more than 3 hoursWhen left inside your home alone, was this dog Spay recovery: limited exercise allowedWhen this dog was left alone did they show any of the following behaviors? Was not left alone outside of the crateIs this dog crate trained? Yes, for more than 8 hours.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? I don’t give dogs the opportunity to do this :)If this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? Not applicable: dogs aren’t given the opportunity to be destructiveWhat does this dog do when a stranger/visitor comes into the house? ObservesWhat does this dog do when a stranger tries to pet them? We don’t allow uninitiated contact. Welcome would approach if she wanted physical affection.What does this dog do when you or someone else goes near the food bowl while they are eating? No guarding behaviors whatsoeverWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? No guarding behaviorsWhat does this dog do when someone tells them to get off of furniture? Gets offWhat is this dog's best quality? Indepdent but also snugglyWhat is this dog's worst quality? A bit nervous but likely just part of decompression - no separation anxiety or noise thoughCheck all that apply to this dog's personality: Friendly, Independent, Polite, Playful, AffectionateIn your own words, describe this dog's personality She’s a total sweetheart! Independent but cuddly and happy to be near you, while also being able to self entertain.What is this dog afraid of? How do they react? Loud houses, sudden movements: pancakes and then runs to her handler for safety.All dogs have sensitive places None that I discoveredHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home Great dog! Would make an excellent first time pet as she’s so easygoing, and would do well in a home with other dogs per her foster takeover for confidence and having a buddyWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? NoWhat does this dog do when you or someone else goes near the food bowl while they are eating? No guarding behaviors whatsoeverWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? No guarding behaviorsWhat does this dog do when someone tells them to get off of furniture? Gets offWhat is this dog's best quality? Indepdent but also snugglyWhat is this dog's worst quality? A bit nervous but likely just part of decompression - no separation anxiety or noise thoughCheck all that apply to this dog's personality: Friendly, Independent, Polite, Playful, AffectionateIn your own words, describe this dog's personality She’s a total sweetheart! Independent but cuddly and happy to be near you, while also being able to self entertain.All dogs have sensitive places None that I discoveredHave you seen them act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? Yes"
390,1210577923018901,30,00 year(s) 05 month(s) 21 day(s)," Yellow Mixed Breed, Small (under 24 lbs fully grown) / Mix",https://bit.ly/Adopt_PinkRanger,941010003916108,6/18/2026,L1,Foster Foster Home,Pink Ranger,Available,Lack of Space,,,L1,S,,,,6/18/2025 easily handled while in intake and during exam.,
391,1210577952516377,36,00 year(s) 05 month(s) 21 day(s)," Yellow Mixed Breed, Small (under 24 lbs fully grown) / Mix",https://bit.ly/Adopt_BlackRanger,941010003884869,6/18/2026,L1,Foster Foster Home,Black Ranger,Available,Lack of Space,,,L1,N,,,,6/18/2025 easily handled while in intake and during exam.,
392,1210577821542477,14,00 year(s) 05 month(s) 17 day(s)," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",https://bit.ly/Adopt_Bubble,941010002899205,7/3/2026,L1,Foster Foster Home,Bubble,Pending Medical Assessment/Treatment,Medical,,,L1,S,,,,,
393,1210588578687073,65,01 year(s) 02 month(s) 20 day(s), Brown / Black Cane Corso / Mix,https://bit.ly/Adopt_Eugene,941010004056637,7/13/2026,L1,Foster Foster Home,Eugene,Available,Lack of Space,Tag,,L1,N,Positive,"7/29/2025 Primary Handler:amberSecondary Handler:emilyRunners:Scribe: Notes:not steerable, immediately came in and used the bathroom, lots of kisses and tail wags with all the dogs, super tolerant and fun  ",,6/19/2025 shy go slow but easily handled while in intake and during exam.,
